% Sensorgestyetzte intelligente Umgebungen
%
% Introduction to Machine Learning
%
% Oscar Martinez Mozos  ommozos@ommozos.unizar.es
%

@relation people_2D

@attribute n_points integer
@attribute std real
@attribute mean_deviation real
@attribute width real
@attribute linearity real
@attribute circularity real
@attribute radius real
@attribute boundary_length real
@attribute boundary_regularity real
@attribute mean_curvaure real
@attribute angular_difference real
@attribute person {-1, 1} 

@data
95,0.56717,0.31305,1.3677,2.1633,0.068817,1.8769,1.526,0.0081204,2122.5,0.020584,-1
36,0.43508,0.18463,0.68791,3.9877,0.33017,0.22068,0.84515,0.016517,395.86,-0.011525,-1
28,0.28483,0.076965,0.29863,0.91864,0.00053577,0.20992,0.33216,0.0036272,539.94,0.03232,-1
34,0.21164,0.043453,0.16178,1.3141,0.00089847,0.080045,0.21706,0.0040978,2556.3,0.042372,1
23,0.32723,0.10241,0.39184,0.25846,0.0052983,0.38797,0.40618,0.0025182,222.82,-0.035141,-1
22,0.20265,0.03887,0.13488,0.66997,0.0021027,0.058828,0.17179,0.0025337,875.2,0.045701,-1
13,0.30307,0.084238,0.31346,0.059902,0.00088269,0.42482,0.32472,0.0045678,151.36,-0.015769,-1
11,0.25913,0.062654,0.17597,0.25421,0.0017466,0.074445,0.26934,0.014124,166.03,0.15059,-1
14,0.29844,0.079905,0.31072,0.23393,0.0014152,0.20889,0.34241,0.015393,195.93,-0.078832,-1
34,0.49615,0.23784,0.89461,0.16593,0.020008,1.3166,0.95223,0.014091,369.93,0.063115,-1
12,0.30171,0.083458,0.30314,0.049512,0.0010539,0.37957,0.30658,0.0010437,41.181,-0.0055781,-1
7,0.17043,0.024358,0.091757,0.028509,7.401e-005,0.085024,0.099315,0.0095336,167.65,0.21048,-1
58,0.45203,0.20143,0.75582,1.6779,0.38445,0.26461,0.96597,0.015095,889.93,-0.0060283,-1
95,0.56659,0.31251,1.3648,2.1008,0.073735,1.8545,1.5416,0.008489,2019.1,0.021211,-1
36,0.43496,0.18499,0.68632,3.9035,0.27008,0.23302,0.83898,0.0161,451.44,-0.021102,-1
34,0.31723,0.097143,0.35674,1.6653,0.0011885,0.18754,0.45734,0.0056847,913.27,0.047952,-1
36,0.21512,0.044425,0.17224,0.64619,0.000154,0.10181,0.21588,0.0030363,2793.5,0.052556,1
14,0.26088,0.063101,0.23222,0.08503,0.00028143,0.3443,0.23937,0.0017639,175.51,-0.010033,-1
23,0.20746,0.040789,0.144,0.48427,0.0015827,0.06826,0.18527,0.003602,1113.8,0.046938,-1
13,0.30309,0.084395,0.30722,0.052298,0.0007803,0.44991,0.31638,0.0048189,135.85,-0.03424,-1
11,0.25647,0.059457,0.17627,0.22633,0.0019489,0.073253,0.25858,0.014991,177.66,0.14031,-1
20,0.32725,0.099564,0.38192,0.54441,0.0009366,0.23047,0.45415,0.015214,320.22,-0.073189,-1
34,0.49774,0.23893,0.92202,0.17734,0.0091131,1.9366,0.97229,0.014423,391.27,0.060333,-1
13,0.31318,0.090273,0.33072,0.058476,0.0013065,0.41277,0.33564,0.0012542,67.682,0.0035015,-1
7,0.1728,0.025043,0.077387,0.02546,0.0001603,0.046061,0.084742,0.006896,166.57,0.16371,-1
58,0.45276,0.20186,0.75425,1.7363,0.42544,0.25587,0.9831,0.015665,1077.9,-0.013354,-1
95,0.56719,0.31314,1.3661,2.0938,0.06251,1.9433,1.5403,0.0084379,2381.9,0.020935,-1
36,0.43479,0.18422,0.69036,3.4032,0.26991,0.23373,0.84756,0.016828,514.91,-0.025597,-1
33,0.31191,0.093062,0.34418,1.8635,0.00082944,0.18309,0.42501,0.0040031,768.69,0.028003,-1
15,0.26345,0.064656,0.2415,0.051378,9.6e-005,0.54431,0.24562,0.00071921,142.97,-0.013937,-1
36,0.21522,0.044672,0.17519,0.26611,0.00014352,0.14502,0.2018,0.0023194,2585.1,0.036367,1
22,0.20587,0.03985,0.14071,0.64578,0.00087971,0.074428,0.16409,0.0031809,857.47,-0.0058437,-1
13,0.30044,0.083289,0.31079,0.064287,0.0012873,0.34814,0.32517,0.0055909,139.41,-0.034452,-1
11,0.26625,0.068012,0.17611,0.28872,0.0025902,0.071511,0.29199,0.018329,205.91,0.12179,-1
21,0.33034,0.10093,0.39507,0.58732,0.0014349,0.23366,0.48775,0.017255,447.56,-0.07137,-1
34,0.49586,0.23732,0.89766,0.1672,0.030327,1.0913,0.96777,0.013046,366.03,0.071097,-1
13,0.31109,0.089183,0.32939,0.038035,0.010256,0.1628,0.33209,0.00054506,47.672,0.003507,-1
7,0.17324,0.02593,0.080966,0.036996,9.234e-005,0.049522,0.089823,0.0063765,121.36,0.094368,-1
58,0.45217,0.20136,0.75465,1.71,0.35764,0.27103,0.9674,0.015298,912,-0.0019295,-1
95,0.56738,0.31332,1.368,2.1232,0.064076,1.9232,1.5238,0.0080318,1805.3,0.019592,-1
36,0.43427,0.18407,0.68649,3.1376,0.42039,0.21147,0.82864,0.01361,480.42,-0.033494,-1
34,0.31764,0.096311,0.358,1.4317,0.0010606,0.18885,0.44113,0.0049158,750.73,0.032595,-1
28,0.35454,0.12121,0.46729,0.054731,0.0010545,1.3344,0.47026,0.00023139,186.92,0.00047059,-1
38,0.22186,0.047557,0.18705,0.26324,0.00016919,0.17252,0.21417,0.0014485,2710.5,0.045172,1
6,0.14914,0.016574,0.063943,0.040189,6.63e-006,0.032439,0.078083,0.019458,134.51,-0.23506,1
13,0.3011,0.083103,0.3067,0.056,0.00024004,0.61444,0.31191,0.0029748,92.037,0.0068296,-1
12,0.26499,0.069402,0.19411,0.3264,0.0021988,0.078541,0.28705,0.016155,221.36,0.066975,-1
21,0.3322,0.10283,0.38151,0.61954,0.0017116,0.22236,0.47333,0.015632,354.57,-0.062645,-1
34,0.49594,0.2373,0.89369,0.15215,0.012563,1.6744,0.94381,0.01157,335.08,0.062955,-1
13,0.31302,0.09025,0.32983,0.074672,0.027996,0.10927,0.33902,0.0012289,79.482,-0.023348,-1
7,0.16801,0.023271,0.083288,0.037076,9.42e-006,0.065379,0.090515,0.0080514,85.559,0.18632,-1
58,0.45289,0.20197,0.7536,1.727,0.40892,0.25986,0.99768,0.017523,1074.4,-0.012248,-1
95,0.56739,0.31345,1.3568,2.1402,0.065527,1.9019,1.5373,0.0084003,2181.3,0.019231,-1
36,0.43464,0.18472,0.69336,3.4767,0.41945,0.21187,0.81105,0.012273,513.54,-0.017093,-1
34,0.31826,0.097403,0.3594,2.2575,0.00097102,0.18637,0.47663,0.0065525,1057.5,0.060165,-1
51,0.4775,0.22347,0.88069,7.0744,0.01802,1.4986,0.91308,0.0016569,580.54,0.0096628,-1
34,0.21488,0.045221,0.17074,0.33863,0.00042339,0.11587,0.2125,0.0029419,2486.9,0.032724,1
13,0.3037,0.084759,0.31043,0.068545,0.00077665,0.42169,0.3235,0.0051872,188,0.015313,-1
11,0.25391,0.059176,0.17638,0.22026,0.0016656,0.075061,0.25619,0.01295,198.07,0.17052,-1
21,0.33024,0.10142,0.39661,0.52487,0.0015496,0.25096,0.47772,0.014281,500.8,-0.062285,-1
34,0.49837,0.23953,0.90281,0.16472,0.011315,1.7821,0.962,0.010702,349.27,0.061335,-1
13,0.31181,0.089553,0.32987,0.045318,0.016053,0.13195,0.33378,0.00095017,70.229,-0.0086584,-1
7,0.16866,0.023808,0.078127,0.025717,6.252e-005,0.059886,0.084654,0.0059192,146.65,0.16548,-1
58,0.45267,0.20181,0.75395,1.7121,0.37792,0.26692,0.98154,0.016473,935.49,-0.0073251,-1
95,0.5676,0.31353,1.373,2.1488,0.064008,1.9092,1.5403,0.0083284,2351.9,0.020194,-1
36,0.43415,0.1841,0.68934,2.7958,0.32956,0.22048,0.81679,0.013631,517.61,-0.015967,-1
34,0.31804,0.096248,0.35914,2.1028,0.0010239,0.18602,0.46479,0.0061158,656.64,0.068286,-1
51,0.4787,0.2246,0.88562,0.22455,0.0034454,3.3271,0.90283,0.0019117,455.69,-0.0025672,-1
12,0.15998,0.022874,0.088191,0.070244,0.00015068,0.049429,0.10805,0.0046588,743.42,0.018568,-1
32,0.20938,0.042149,0.16004,0.2849,0.00046236,0.11014,0.19254,0.0017566,2066.9,0.060852,1
13,0.30263,0.084063,0.304,0.061096,0.00052312,0.49698,0.31111,0.0032234,104.48,-0.042656,-1
10,0.25194,0.060612,0.15875,0.22585,0.0021951,0.063507,0.2515,0.01661,146.13,0.13614,-1
17,0.31504,0.090998,0.35553,0.30639,0.0011648,0.26568,0.3931,0.0135,294.78,-0.050804,-1
34,0.4956,0.23714,0.89612,0.15805,0.024337,1.223,0.96154,0.010754,308.27,0.070772,-1
13,0.31158,0.089305,0.33004,0.048533,0.00033382,0.70932,0.33299,0.00046764,53.409,-0.0025724,-1
7,0.16566,0.022727,0.075392,0.035768,3.221e-005,0.051851,0.082592,0.0055175,101.26,0.16366,-1
58,0.4524,0.20147,0.75404,1.6926,0.36703,0.27017,0.98718,0.016147,1134.1,-0.0060283,-1
95,0.5669,0.31302,1.3685,2.1327,0.062542,1.9297,1.531,0.0083005,2365.5,0.021487,-1
36,0.43468,0.18457,0.69246,3.6855,0.34786,0.21947,0.81628,0.013451,455.06,-0.021722,-1
35,0.32421,0.10156,0.37292,2.3283,0.00090573,0.18907,0.50174,0.0063225,1001.1,0.055669,-1
51,0.47853,0.22445,0.88113,0.18929,0.3313,0.3667,0.89218,0.00090299,354.3,-0.0082389,-1
21,0.20449,0.038772,0.1339,0.57694,0.00052095,0.063259,0.18158,0.0042787,529.93,0.055881,-1
33,0.21532,0.044113,0.16778,0.48922,0.00054691,0.091299,0.21439,0.0029848,1371.1,0.059566,1
13,0.30088,0.083148,0.30797,0.062725,0.0007339,0.42783,0.31946,0.0047003,134.21,0.0046665,-1
11,0.25637,0.060806,0.17631,0.23873,0.0017083,0.074718,0.26311,0.014589,198.38,0.17224,-1
21,0.33374,0.10529,0.39712,0.57698,0.00088658,0.24706,0.46526,0.01445,290.98,-0.067516,-1
34,0.498,0.23967,0.92304,0.1563,0.015547,1.555,0.98058,0.013376,317.61,0.068862,-1
13,0.31127,0.08938,0.32905,0.064342,0.035114,0.1034,0.33518,0.00095796,59.369,0.028903,-1
7,0.17977,0.027122,0.087155,0.033042,0.00012632,0.057731,0.097172,0.0089604,142.25,0.20076,-1
58,0.45249,0.20169,0.75665,1.7164,0.40281,0.26109,0.98999,0.016273,1183.2,-0.0060283,-1
95,0.56703,0.31292,1.3617,2.1303,0.070117,1.8705,1.5442,0.0086316,2055.2,0.021447,-1
36,0.43481,0.18465,0.68914,3.406,0.38094,0.21459,0.83585,0.015491,413.52,-0.012419,-1
33,0.31337,0.093507,0.34666,1.8866,0.0006208,0.18,0.44588,0.0044988,867.95,0.02647,-1
49,0.4688,0.21523,0.84997,0.20749,0.24037,0.38919,0.86353,0.0014245,449.46,0.0098091,-1
23,0.21606,0.04367,0.14737,0.89823,0.0010618,0.069909,0.2052,0.0054635,849.28,0.055055,-1
32,0.21047,0.042827,0.15788,0.40858,0.00080506,0.083953,0.19192,0.0020067,2039.2,0.012529,1
13,0.30174,0.083592,0.30856,0.053227,0.0026827,0.2596,0.32202,0.0054992,146.65,-0.040271,-1
11,0.25335,0.058311,0.17701,0.23167,0.0016617,0.075441,0.25894,0.012443,214.75,0.19361,-1
17,0.31802,0.092702,0.35221,0.32714,0.00087265,0.25609,0.39035,0.014221,208.7,-0.061667,-1
34,0.49675,0.23856,0.89839,0.16046,0.02239,1.2834,0.96442,0.012764,303.09,0.063397,-1
13,0.31244,0.089858,0.32989,0.058211,0.0039467,0.25488,0.33332,0.00084381,33.764,-0.002571,-1
7,0.16867,0.02378,0.078873,0.02593,7.829e-005,0.060732,0.086589,0.0063249,188.51,0.18962,-1
58,0.45281,0.20212,0.75402,1.7491,0.41874,0.2579,0.99766,0.016799,948.63,-0.0086074,-1
95,0.56683,0.31274,1.3567,2.0861,0.072992,1.8521,1.5487,0.008697,2178.9,0.021367,-1
36,0.43517,0.18489,0.69018,4.1174,0.30986,0.22385,0.8544,0.017063,559.45,-0.014515,-1
35,0.32315,0.10165,0.37135,2.1835,0.0011239,0.19109,0.49464,0.0061224,1153.6,0.055914,-1
49,0.46868,0.21512,0.84996,0.18662,0.38721,0.31004,0.8637,0.001555,428.01,0.0091781,-1
24,0.21904,0.045517,0.15065,0.94246,0.0028671,0.064481,0.19914,0.0036483,869.8,0.0069312,1
31,0.20729,0.041114,0.1542,0.41937,0.00062615,0.079012,0.19186,0.0021967,1588.3,0.053348,1
13,0.30189,0.083708,0.31215,0.059321,0.00060602,0.47996,0.32173,0.0047779,148.97,-0.004454,-1
14,0.2805,0.073013,0.27194,0.16055,0.016565,0.099416,0.33349,0.016715,294.96,0.055795,-1
17,0.31423,0.090237,0.3545,0.36591,0.0018198,0.22954,0.40118,0.01632,228.4,-0.059571,-1
34,0.49627,0.23734,0.89103,0.17053,0.02412,1.2023,0.94644,0.013281,345.31,0.064626,-1
13,0.31334,0.090441,0.33095,0.061369,0.00069388,0.51388,0.33545,0.0010721,51.341,-0.0056246,-1
7,0.16659,0.022431,0.078179,0.037742,5.797e-005,0.047945,0.088328,0.0084209,170.27,0.17665,-1
58,0.45268,0.20171,0.75288,1.7155,0.37749,0.26683,0.98607,0.016283,923.41,-0.014419,-1
95,0.56707,0.31295,1.3634,2.1143,0.062908,1.9139,1.5351,0.0089017,2015.1,0.019135,-1
36,0.43509,0.18459,0.69082,4.2326,0.39675,0.2136,0.84806,0.016766,562.76,-0.025615,-1
33,0.3145,0.094471,0.34895,1.8688,0.00080326,0.17705,0.47164,0.006802,826.13,0.071538,-1
52,0.48218,0.228,0.89991,1.4409,0.0038713,2.8846,0.93386,0.0019927,706.43,0.024805,-1
22,0.2032,0.038434,0.13607,0.40083,0.00031768,0.068667,0.17594,0.0030609,898.03,0.013104,1
31,0.20393,0.039743,0.15315,0.40453,0.00080145,0.079042,0.1935,0.0034878,1950.4,0.06298,1
13,0.3029,0.084268,0.30792,0.06974,0.00082412,0.39478,0.31553,0.0043573,112.1,0.0059207,-1
12,0.26157,0.06655,0.19467,0.28927,0.0018859,0.080766,0.26901,0.011108,182.59,0.073915,-1
20,0.32214,0.09603,0.37326,0.55708,0.0022453,0.21208,0.47555,0.016676,449.5,-0.069473,-1
34,0.49571,0.23752,0.89897,0.17057,0.034205,1.0302,0.969,0.012025,407.36,0.070284,-1
13,0.31138,0.089465,0.32993,0.046539,0.0030811,0.29099,0.33394,0.00062407,55.235,0.012413,-1
7,0.16579,0.023114,0.084883,0.036629,5.799e-005,0.062007,0.096268,0.011758,171.52,0.21637,-1
58,0.45268,0.20168,0.75541,1.7287,0.37302,0.2682,0.98144,0.015908,1015.4,-0.0086031,-1
95,0.56706,0.31292,1.3667,2.115,0.07093,1.8717,1.541,0.008491,2210.7,0.021282,-1
36,0.43468,0.1852,0.68852,3.4247,0.41178,0.21221,0.83665,0.014216,546.31,-0.0091971,-1
34,0.31882,0.097586,0.35846,1.6535,0.00093196,0.18489,0.46035,0.0040362,1002.2,0.054927,-1
49,0.46876,0.21519,0.84601,0.1777,0.010732,1.8259,0.85928,0.00078879,534.91,-0.0060081,-1
16,0.17942,0.03028,0.10989,0.066561,0.00018236,0.086127,0.11879,0.0025239,578.3,0.029879,1
31,0.20363,0.039724,0.15288,0.41014,0.00064043,0.076443,0.20342,0.0045653,2435.9,0.053781,1
13,0.30088,0.083254,0.30113,0.048954,0.001239,0.36759,0.31091,0.0042725,136.76,0.01825,-1
12,0.26423,0.062755,0.19316,0.29086,0.0015544,0.084295,0.28301,0.014338,131.54,0.12492,-1
7,0.18389,0.028505,0.10071,0.036241,3.559e-005,0.086037,0.10758,0.004174,86.251,0.14898,-1
9,0.29634,0.077988,0.24069,0.087479,0.0014026,0.14371,0.26839,0.02292,194.67,-0.03571,-1
34,0.49519,0.23627,0.89359,0.16519,0.018153,1.3939,0.95215,0.012343,373.84,0.062386,-1
12,0.30163,0.083397,0.30266,0.04726,0.016748,0.10978,0.3062,0.00077214,43.838,-0.015463,-1
7,0.16108,0.021627,0.071329,0.024728,4.871e-005,0.055617,0.07662,0.0051431,191.7,-0.037103,-1
58,0.45216,0.20126,0.754,1.7003,0.38233,0.26581,0.97811,0.015491,1021.8,-0.018002,-1
95,0.5672,0.31321,1.3648,2.1112,0.068235,1.8861,1.5414,0.0085372,2201.7,0.021349,-1
36,0.43426,0.18421,0.6875,3.3679,0.37,0.2151,0.84311,0.015918,525.53,-0.020358,-1
34,0.31795,0.096023,0.36055,2.0966,0.0011055,0.18545,0.48789,0.0088989,966.7,0.071095,-1
49,0.46856,0.21502,0.84799,0.16019,0.014886,1.5546,0.86187,0.0011876,511.14,0.0032603,-1
8,0.15579,0.02125,0.077812,0.0086693,5.531e-005,0.096408,0.078801,0.0026515,92.263,-0.0080416,1
31,0.20498,0.040701,0.16085,0.5302,0.0010948,0.073991,0.2278,0.0081959,2029.1,0.073082,1
13,0.30154,0.0834,0.3099,0.048145,0.00020978,0.7044,0.31656,0.0035429,126.64,0.01578,-1
11,0.25983,0.063718,0.17662,0.28295,0.0026508,0.068963,0.2703,0.01647,170.7,0.097505,-1
17,0.31532,0.090355,0.36546,0.34654,0.0019648,0.23792,0.40958,0.015355,244.29,-0.068381,-1
34,0.49484,0.23666,0.88774,0.15272,0.045582,0.8889,0.94517,0.0099089,271.04,0.067709,-1
13,0.31316,0.090228,0.33138,0.055518,0.0016732,0.38361,0.33455,0.0008933,39.936,-0.0025683,-1
7,0.17588,0.025279,0.088747,0.038398,3.915e-005,0.065524,0.098083,0.008458,112.37,0.20254,-1
58,0.4525,0.2016,0.75443,1.7046,0.37072,0.26914,0.98745,0.01684,929.19,-0.0086066,-1
95,0.56729,0.3132,1.3546,2.1593,0.069063,1.8703,1.5301,0.0080439,2117.1,0.019391,-1
36,0.43569,0.18558,0.69104,5.3748,0.29429,0.22803,0.85466,0.017902,480.91,-0.02947,-1
34,0.31879,0.09669,0.35947,1.7429,0.001068,0.18348,0.46986,0.0065074,778.01,0.036023,-1
52,0.48197,0.22783,0.89935,0.82699,0.0089182,2.0789,0.94524,0.0025321,748.51,0.023472,-1
31,0.20187,0.038959,0.14725,0.42795,0.00071153,0.07489,0.2158,0.0062895,1479.4,0.08639,1
7,0.10862,0.01007,0.03519,0.0026806,1.085e-005,0.045227,0.035441,4.469e-005,145.37,-0.033269,1
13,0.30042,0.082902,0.31002,0.054105,0.0033161,0.24019,0.32486,0.0058022,155.88,-0.016988,-1
11,0.26082,0.064055,0.17637,0.26041,0.0022519,0.071992,0.27558,0.016668,190.57,0.1357,-1
14,0.302,0.082049,0.31612,0.20529,0.00070753,0.24351,0.34436,0.015105,156.41,-0.048581,-1
34,0.4958,0.23715,0.88561,0.1582,0.012131,1.663,0.93805,0.010527,289.59,0.060426,-1
13,0.31118,0.089326,0.32988,0.046318,0.00071141,0.54543,0.33426,0.00093196,66.824,0.012409,-1
7,0.17079,0.024437,0.080355,0.031553,5.36e-005,0.058257,0.088089,0.005995,111.68,0.18951,-1
58,0.4525,0.20164,0.75388,1.7097,0.40788,0.26004,0.98829,0.016207,1008.4,-0.0069886,-1
95,0.5673,0.31337,1.3718,2.1312,0.067703,1.8867,1.547,0.008504,2602.9,0.021963,-1
36,0.43487,0.18493,0.69271,4.1506,0.33892,0.22029,0.83159,0.015311,458.41,-0.01582,-1
34,0.32074,0.098181,0.3665,1.7318,0.00071633,0.18471,0.5084,0.0077656,785.02,0.070608,-1
52,0.48212,0.22796,0.9002,1.5936,0.0095552,2.031,0.94269,0.0030422,590.34,0.021391,-1
54,0.3273,0.10445,0.29478,4.3343,0.038552,0.11045,0.43453,0.016044,3056.2,0.017005,1
6,0.19942,0.033145,0.10422,0.037049,0.0001416,0.068087,0.11376,0.0060368,60.652,-0.044741,-1
10,0.2434,0.054684,0.15897,0.17999,0.0013288,0.068805,0.22156,0.010508,155.15,0.14206,-1
21,0.33501,0.10458,0.39008,0.57162,0.0015858,0.24188,0.47252,0.015913,381.19,-0.06137,-1
34,0.49721,0.23915,0.88397,0.18539,0.18552,0.44408,0.95066,0.011753,421.5,0.062293,-1
13,0.31092,0.089205,0.32992,0.030816,0.000792,0.56074,0.33237,0.0006103,55.12,-0.0056246,-1
7,0.17397,0.025219,0.079393,0.028416,9.202e-005,0.054398,0.086345,0.0048823,100.49,0.13924,-1
58,0.45262,0.20167,0.75438,1.702,0.41256,0.25954,0.98439,0.016205,1124,-0.012243,-1
95,0.56694,0.31339,1.3701,2.0872,0.059795,1.9698,1.5243,0.0084242,2087.7,0.021093,-1
36,0.43516,0.18473,0.68771,4.2385,0.3936,0.21389,0.84435,0.016163,337.84,-0.028803,-1
35,0.32428,0.10023,0.38115,1.5164,0.00068378,0.19714,0.49428,0.0058216,619.4,0.05543,-1
49,0.46885,0.2153,0.85026,0.16231,0.019546,1.3708,0.86405,0.0013067,493.68,0.0091744,-1
31,0.1991,0.038466,0.14486,0.33642,0.0006977,0.078028,0.18055,0.0026939,1414.5,0.066333,1
21,0.17553,0.029321,0.1084,0.11754,0.00063656,0.060585,0.12779,0.00157,1046.7,0.045704,1
3,0.21511,0.027191,0.079372,0.013014,0,0.080827,0.081572,0.02407,12.372,0.25662,-1
21,0.32986,0.10146,0.3836,0.61059,0.0015963,0.22372,0.47844,0.016826,342.98,-0.068566,-1
34,0.49588,0.23755,0.87928,0.16294,0.013521,1.6051,0.94219,0.011041,306.68,0.044019,-1
13,0.31207,0.089614,0.32989,0.05054,0.0023397,0.32871,0.33396,0.00095006,63.556,0.0094904,-1
7,0.16349,0.022783,0.074569,0.025946,7.887e-005,0.053505,0.08484,0.0068789,311.43,0.18713,-1
58,0.45203,0.20104,0.75535,1.6931,0.35619,0.27258,0.98483,0.015788,1157.8,0.002868,-1
95,0.56668,0.31286,1.3597,2.0833,0.065178,1.9221,1.5136,0.0077272,2261.7,0.019478,-1
36,0.43522,0.18444,0.68689,3.8668,0.40123,0.21289,0.86618,0.018809,428.6,-0.03079,-1
34,0.31551,0.094891,0.35958,1.4711,0.0012679,0.19264,0.47467,0.0059782,1123.8,0.067639,-1
52,0.48204,0.22786,0.8961,1.1608,0.0047146,2.5836,0.93167,0.0019618,620.37,0.010438,-1
30,0.19565,0.036893,0.13987,0.30492,0.00056956,0.0776,0.17176,0.0024814,1522.2,0.041336,1
12,0.29701,0.080863,0.29745,0.042196,0.004911,0.18815,0.30386,0.0060507,91.776,0.016504,-1
23,0.17983,0.031154,0.11562,0.17472,0.0060174,0.039879,0.19643,0.0096268,1682.8,0.12056,1
15,0.31098,0.087673,0.38681,0.26726,0.0075052,0.20061,0.43029,0.023276,211.62,0.0070057,-1
34,0.49396,0.23612,0.88745,0.17696,0.042403,0.91413,0.97267,0.014941,612.03,0.067465,-1
13,0.31204,0.089663,0.32963,0.043793,0.031492,0.10524,0.33467,0.00072853,58.516,-0.029249,-1
7,0.17154,0.025524,0.076706,0.035781,0.00011809,0.043716,0.086414,0.0061192,82.239,0.15844,-1
58,0.45246,0.20152,0.75514,1.7242,0.36624,0.26908,0.99257,0.016067,1036,-0.0060283,-1
95,0.56706,0.31298,1.3663,2.1208,0.071956,1.861,1.5404,0.008376,2301.2,0.020054,-1
36,0.43419,0.18437,0.6849,3.2314,0.26075,0.23484,0.832,0.014321,547.14,-0.03441,-1
34,0.31845,0.096955,0.35899,1.7179,0.0011384,0.18395,0.46767,0.0061411,841.56,0.064964,-1
49,0.46862,0.21507,0.84638,0.10876,0.046637,0.88737,0.85299,0.00073873,361.52,0.001772,-1
30,0.19626,0.036843,0.1436,0.3017,0.00073326,0.080154,0.17444,0.0022382,1999.6,0.046333,1
13,0.30289,0.084072,0.30722,0.071962,0.00072212,0.40223,0.31708,0.0038662,111.72,-0.027967,-1
5,0.17408,0.023529,0.076986,0.024858,1.318e-005,0.061936,0.082049,0.0045991,51.863,-0.18159,-1
22,0.17827,0.030411,0.1067,0.23767,0.0034775,0.039743,0.18338,0.0075323,1653.6,0.090222,1
9,0.28501,0.070157,0.23696,0.084754,0.00050625,0.19424,0.25322,0.017079,134.89,-0.059687,-1
34,0.49704,0.23852,0.90723,0.15153,0.0088718,1.9728,0.9521,0.010957,270.83,0.061706,-1
13,0.31336,0.090258,0.33065,0.068203,0.00067312,0.48978,0.33526,0.00093534,50.289,0.003509,-1
7,0.15806,0.020999,0.071978,0.031859,1.936e-005,0.053429,0.079858,0.006608,167.58,0.1951,-1
58,0.45247,0.20178,0.75575,1.7118,0.42065,0.25734,0.99352,0.016629,1181.2,-0.0060283,-1
95,0.56671,0.31257,1.3644,2.1389,0.060722,1.9163,1.5348,0.0083222,2513.6,0.0068721,-1
36,0.43479,0.18557,0.68913,3.2265,0.37233,0.21582,0.82377,0.014534,488.35,-0.016571,-1
33,0.31105,0.092109,0.34372,1.9145,0.00084465,0.18602,0.42369,0.0042577,949.63,0.032187,-1
49,0.46881,0.21527,0.8494,0.15829,0.024393,1.2298,0.86288,0.0011371,486.2,0.0062865,-1
30,0.19892,0.037429,0.15357,0.32457,0.00042861,0.084307,0.18342,0.0036063,1019.5,0.060284,1
13,0.30036,0.0832,0.31371,0.058199,0.0064823,0.17537,0.328,0.0059382,176.84,-0.023025,-1
8,0.25605,0.057412,0.18675,0.061008,0.00038552,0.15385,0.20532,0.014762,99.421,-0.098147,-1
23,0.17975,0.030784,0.11073,0.2174,0.0018409,0.044711,0.16827,0.0045077,1008.5,0.10149,1
6,0.3051,0.077094,0.23426,0.034121,0.00047597,0.22443,0.2456,0.033005,73.243,-0.04556,-1
34,0.49826,0.23958,0.90281,0.16432,0.011607,1.7318,0.95333,0.010716,330.21,0.064053,-1
13,0.31114,0.089203,0.32923,0.044778,0.021932,0.11645,0.33217,0.00060587,49.753,0.0094757,-1
7,0.17035,0.023595,0.082385,0.033622,2.828e-005,0.061516,0.089461,0.0076373,107.7,0.1804,-1
58,0.45325,0.20221,0.75675,1.746,0.44558,0.25361,1.0003,0.016789,1148.5,-0.0056058,-1
95,0.56718,0.31332,1.371,2.1241,0.068733,1.8831,1.5459,0.0086801,2245.6,0.021821,-1
36,0.43417,0.18403,0.69099,3.109,0.33468,0.21957,0.81931,0.014034,546.18,-0.0053506,-1
32,0.30732,0.089595,0.33326,1.3868,0.0007637,0.17715,0.42569,0.0058629,880.05,0.045742,-1
49,0.46857,0.21507,0.84558,0.11932,0.078177,0.68196,0.85832,0.00098686,519.97,-0.0048432,-1
27,0.1966,0.036174,0.1309,0.31583,0.0010069,0.067827,0.24223,0.012798,1385.9,0.10366,1
13,0.30248,0.084392,0.3078,0.058754,0.001024,0.38732,0.31596,0.0043898,124.7,-0.0010102,-1
11,0.25647,0.062373,0.17928,0.26596,0.0020059,0.072162,0.25434,0.01145,130.18,0.061629,-1
24,0.18613,0.03284,0.11725,0.26435,0.0010318,0.051032,0.1568,0.0026153,1068.7,0.055847,1
5,0.18355,0.026214,0.072969,0.056568,5.343e-005,0.037196,0.10219,0.014697,101.14,-0.51167,-1
34,0.49788,0.23943,0.89655,0.15215,0.037275,1.0066,0.94819,0.01006,284.08,0.064665,-1
13,0.31424,0.091015,0.33152,0.069962,0.0012916,0.40219,0.33945,0.0020694,90.066,-0.0056246,-1
7,0.16781,0.023043,0.075095,0.036641,7.657e-005,0.045898,0.086657,0.0095244,219.47,0.090167,-1
58,0.45265,0.20163,0.75396,1.7302,0.41806,0.25723,0.99329,0.016761,941.54,-0.014409,-1
95,0.56687,0.31282,1.3608,2.117,0.067693,1.8898,1.5419,0.0084291,2403.4,0.021348,-1
36,0.43514,0.18525,0.68893,3.1813,0.35461,0.21722,0.84864,0.016938,461.98,-0.013315,-1
33,0.309,0.091561,0.34186,1.3858,0.00086595,0.19412,0.4098,0.0037512,774.05,0.016279,-1
